date.time,lev1.uavg,lev2.uavg,lev1.ustar,lev2.ustar,lev1.sh,lev1.le.1,lev1.le.2,lev1.co2.1,lev1.hno3,lev1.hono,lev1.n2o,lev1.le.gd,lev1.co2.gd,lev1.nh3.gd,lev1.no.gd,lev1.nox.gd,lev1.n2o.gd,lev1.wd,lev2.wd,lev1.xmax,flag.stat,flag.itc,flag.fpt,flag.n1n2,lev1.ta,lev2.ta,sj.lev1.co2,sj.lev1.hno3,sj.lev1.hono,sj.lev1.n2o,sj.nox.flux,sj.no.flux
2019/07/07 10:00:00,3.698471467,2.830646172,0.334265165,0.308049931,24.66842778,211.9076309,115.2655682,-0.140160885,0.003486275,0.024751581,9.295014881,50.05016652,-0.01342873,0.039915157,0.000490001,-0.001493981,-8.41E-06,195.6144378,202.6416677,7.95881871,0.25,1,1,,33.65254416,32.77737947,-6.167078955,0.219635304,1.163324293,408.9806547,,
2019/07/07 11:00:00,2.627474408,2.092974588,0.283307299,0.244976446,65.79158354,325.6297811,146.5264265,-0.341675042,0.011996152,0.027182041,9.054908785,121.2813286,-0.032278994,0.021466105,0.001074272,0.001994165,-1.13E-05,206.147204,206.8916961,9.762829962,1,0.75,0.75,,34.33276556,33.16754688,-15.03370183,0.755757545,1.277555934,398.4159866,,
2019/07/07 12:00:00,3.35835462,2.459615544,0.322917721,0.303291563,101.7441059,465.3735618,328.6054202,-0.484275758,-0.000250393,0.068768694,23.47322445,237.8662453,-0.052491489,0.105469015,0.001403523,0.00224092,-2.29E-05,211.5029052,227.4851844,8.799164896,1,1,0.25,,36.14185662,34.82413895,-21.30813336,-0.015774757,3.2321286,1032.821876,,
2019/07/07 13:00:00,4.284595612,3.074713574,0.37779894,0.336730778,84.63515368,333.6697247,382.4556574,-0.327052227,0.00141058,0.087217347,12.38137589,135.5363647,-0.028299668,0.116116727,0.001484278,0.000415846,-3.15E-05,213.9899748,230.1252986,11.61507452,1,1,0.25,,36.59150771,35.3869938,-14.39029798,0.08886657,4.099215292,545.1548111,,
2019/07/07 14:00:00,3.825129397,2.706882991,0.381249215,0.321519119,83.30275528,345.9285687,145.2070027,-0.392649013,0.020230944,0.031119576,13.09626319,18.70204613,-0.013406747,0.038564559,0.001821776,0.00012354,-5.90E-06,227.814849,247.118359,9.179780314,1,1,0,,36.43882136,35.19195348,-17.27655655,1.27454949,1.462620056,576.2355802,,
2019/07/07 15:00:00,3.147059652,2.223077173,0.307036946,0.254029727,21.02868426,148.8635481,98.28589157,-0.084229531,0.00939577,0.018128257,6.197169592,23.50125085,-0.005074648,-0.000737864,0.00050417,-0.000323233,1.58E-07,222.4453408,240.6370644,10.90367884,0.5,1,0,,35.35522077,34.47046494,-3.706099353,0.591933503,0.852028091,272.675462,,
2019/07/07 16:00:00,3.202858892,2.291796154,0.28542526,0.258922415,16.56763339,122.9085348,130.9171724,-0.080813701,0.011181782,0.028991878,7.605913411,22.9481962,-0.003486114,0.02213291,0.000184361,0.000614154,-2.28E-06,218.9618104,236.5858756,11.07948652,0.75,1,0.25,,34.58234877,33.75237506,-3.555802851,0.704452279,1.362618281,334.6601901,,
2019/07/07 17:00:00,2.719596219,1.986685291,0.234251207,0.2292581,5.264522205,90.91837542,73.25838585,-0.016253255,0.004407617,0.017354836,5.925303092,7.021923871,-0.001052174,0.007292351,2.45E-05,-0.000545974,-1.26E-06,207.5938154,222.1522206,8.703269229,0.75,1,0.75,,34.10650033,33.37956194,-0.715143214,0.277679901,0.815677271,260.713336,,
2019/07/07 18:00:00,2.879646081,2.193817057,0.257026127,0.225224709,-9.605126141,88.11134479,46.72226037,0.066943018,0.002023714,0.010357248,3.888024362,-22.52498356,-0.005161613,0.011890211,-0.000825215,0.001208467,2.01E-06,194.4470992,206.9094281,10.95160074,0.5,1,0.75,,33.22217709,32.65945132,2.945492795,0.127493973,0.486790637,171.0730719,,
2019/07/07 19:00:00,1.638062565,1.317178176,0.129990886,0.106056065,-10.82834202,15.79438521,23.70879238,0.089447039,0.000884461,0.005406117,1.67287773,-22.67336827,-0.031887684,0.00250745,-0.001374328,-0.001413417,6.67E-06,225.6455815,212.7964734,17.45561361,0.25,1,0.5,,31.80793819,31.42765561,3.935669725,0.05572102,0.254087479,73.60662011,,
2019/07/07 20:00:00,1.438363632,1.181133797,0.128383803,0.078685513,-6.528876453,11.27133631,14.48665134,0.107100779,0.000977646,0.003484831,1.423395399,-8.249675259,-0.017775633,-7.04E-05,-0.001161844,0.000266738,2.20E-06,232.9598567,218.7298362,22.10642071,0.75,1,0.75,,31.2234744,30.79306671,4.712434281,0.061591704,0.163787048,62.62939756,,
2019/07/07 21:00:00,1.809834604,1.537708528,0.16026475,0.114717471,-9.972614981,14.41702331,16.49994108,0.106014188,0.000948696,0.004213368,1.842811708,-8.036327999,-0.011589901,-0.002516289,-0.000939826,0.00066068,6.45E-07,241.6500956,225.8341794,18.5482103,0.5,1,0.5,,31.01382323,30.5198184,4.664624262,0.059767832,0.198028274,81.08371514,,
2019/07/07 22:00:00,0.833981185,0.677300134,0.096490299,0.048572896,-5.710015212,8.385918636,6.553498098,0.120129831,0.000914091,0.003645282,1.305320611,-2.396816577,-0.006502223,-0.000999606,-0.000822593,-0.000763237,-4.29E-07,213.4757986,201.5968578,19.61313136,0,1,1,,30.44123172,29.98275845,5.285712561,0.057587736,0.171328238,57.43410688,,
2019/07/07 23:00:00,1.603938891,1.23555199,0.129659699,0.118183923,-8.226170043,11.7179983,9.724457813,0.089001449,0.001033849,0.004450689,1.555364001,-2.320599739,-0.00147967,-0.001462161,-0.000688524,0.001656234,1.04E-07,188.5888537,184.9193721,13.86246736,0,1,1,,30.27429093,29.78772423,3.916063737,0.065132498,0.209182368,68.43601603,,
2019/07/08 00:00:00,1.764859458,1.428838098,0.175275858,0.125146387,-10.06284144,13.36404362,11.48911979,0.101259786,0.001611464,0.003491924,2.299648404,-5.726155812,-0.009814376,-0.00372892,-0.000587999,-0.000290732,-5.13E-07,209.1298069,197.5288484,15.24231169,0,1,1,,29.86869598,29.34549911,4.455430587,0.101522241,0.164120407,101.1845298,,
2019/07/08 01:00:00,1.568827212,1.232485612,0.206644281,0.117892616,-3.944930337,-3.800367966,10.36792799,-0.050104491,0.001664851,0.005106443,1.873143479,-2.86188564,-0.006407973,0.000836953,-0.000331131,2.09E-05,4.96E-07,199.5097364,191.4576682,14.0286947,0.25,1,1,,29.72137451,29.25154549,-2.204597595,0.104885628,0.240002841,82.41831308,,
2019/07/08 02:00:00,1.865595327,1.562826592,0.205469459,0.119049473,-16.61992426,15.79481102,12.19311772,0.214817762,0.001756454,0.007311753,2.561402503,-4.215955756,0.003367268,0.002750371,-0.001004092,0.001173183,-3.14E-06,234.2080894,219.4864269,18.06900188,0.25,1,1,,29.58208604,29.12512954,9.451981528,0.110656591,0.343652394,112.7017101,,
2019/07/08 03:00:00,1.825504759,1.508898283,0.178593204,0.123101201,-7.541155896,2.019008592,15.23199101,-0.018880158,0.001539449,0.005829079,2.1711743,-3.141527729,0.000225054,-0.002512449,-0.000562592,0.000246911,-4.25E-07,223.7371819,210.1084278,16.58904386,0.25,1,1,,29.47615651,29.04840852,-0.830726971,0.096985261,0.2739667,95.53166918,,
2019/07/08 04:00:00,1.070334977,0.795886134,0.113436333,0.071956703,-2.404816004,3.17643802,5.803595044,0.00203136,0.001058731,0.002471332,1.057705383,-2.601697072,-0.005746495,0.000189371,-0.000303765,0.000253755,-3.73E-07,199.9250609,187.738012,14.6601907,0.25,1,1,,28.89453653,28.54273452,0.089379822,0.066700042,0.116152588,46.53903683,,
2019/07/08 05:00:00,1.57839746,1.201991923,0.137380274,0.11728516,-5.468519224,8.746354112,12.62433632,0.022367418,0.001495046,0.004789715,1.685931529,-4.146358936,-0.002164352,0.003490287,-0.000415842,0.000661237,1.71E-06,188.9578275,185.7981506,13.00285094,0.75,1,1,,28.82744126,28.40317994,0.984166413,0.094187871,0.225116623,74.18098727,,
2019/07/08 06:00:00,2.625082276,2.115279374,0.223315351,0.206020659,4.942090222,48.16537321,39.50344632,-0.011434642,0.002404159,0.009061636,2.987332916,3.715387337,-0.001282486,0.00169403,0.000366306,0.000103812,-1.13E-06,190.3079333,189.6069442,13.36535522,0.75,1,1,,29.60329896,28.86494223,-0.503124235,0.151461989,0.425896894,131.4426483,,
2019/07/08 07:00:00,2.46851293,2.12359401,0.263019633,0.203756698,26.77859797,135.9852797,-5.07961758,-0.180990634,0.007570952,0.007082576,1.199949482,36.3825563,-0.011666862,-0.005023554,-0.000688701,-0.000810178,-4.25E-06,215.3351481,202.6080587,12.77630394,1,1,1,,31.72049477,30.75084498,-7.963587908,0.476969972,0.332881072,52.79777719,,
2019/07/08 08:00:00,1.970015091,1.641158698,0.224577508,0.182142832,39.56945709,170.2494341,205.4645866,-0.191569021,0.007328296,0.024599237,9.139405882,71.39835668,-0.031849197,-0.012587584,0.001822498,0.00110379,-6.31E-06,200.5593889,199.8137196,11.51857171,0.25,1,1,,33.69744899,32.53482138,-8.429036919,0.461682629,1.156164144,402.1338588,,
2019/07/08 09:00:00,3.268528373,2.481396731,0.307486269,0.290576812,76.39825247,304.9635483,207.1448374,-0.375676887,0.008742938,0.034471399,9.669271138,143.2168269,-0.033311946,0.046977681,-0.001190122,-0.005713128,-2.69E-05,199.5984002,208.3626944,9.474783408,1,0.75,0.75,,34.90580715,33.62999275,-16.52978304,0.55080508,1.620155742,425.4479301,,
2019/07/08 10:00:00,4.011160546,2.962799992,0.375716885,0.338414024,61.72871915,245.0264468,285.0816909,-0.270390334,0.004780601,0.047779402,15.62991632,96.60480617,-0.035573614,-0.009369582,-0.00252871,-0.008452364,-4.81E-05,200.433721,214.1082502,8.776259319,1,1,0.75,,34.53193415,33.44091489,-11.89717468,0.301177881,2.245631909,687.716318,,
2019/07/08 11:00:00,4.089972244,3.196752221,0.365699096,0.352408224,75.4067395,257.3451105,139.8343761,-0.330205115,0.006664029,0.023528707,8.291345387,101.8548817,-0.028236089,0.014630151,-0.000419107,-0.004037262,-1.16E-05,189.3761049,197.7020353,8.447910741,1,1,1,,34.68282014,33.45641969,-14.52902505,0.419833825,1.105849245,364.819197,75.03495054,51.32959821
2019/07/08 12:00:00,3.842469687,2.980371043,0.363532539,0.34131986,125.1034953,345.5191493,43.46644439,-0.513813028,0.007530947,0.014025929,6.608460558,184.2638771,-0.033970589,0.030121017,0.011486251,0.012936802,-9.48E-06,193.1086532,205.1819931,8.074726742,0.75,1,1,,36.08227424,34.61226549,-22.60777323,0.47444969,0.659218668,290.7722646,,
2019/07/08 13:00:00,3.994604918,2.918178924,0.343871276,0.325688984,104.0676777,275.5138612,72.54995351,-0.272940501,0.002417895,0.015563534,6.767785884,169.4740011,-0.040011319,0.055996103,0.016518221,0.015342175,-8.90E-06,207.7965916,222.5314082,5.918276859,1,1,0.75,,36.38180625,34.98740502,-12.00938204,0.152327367,0.731486096,297.7825789,,
2019/07/08 14:00:00,3.493594067,2.633720062,0.357169912,0.328836642,81.41694367,214.002709,160.9018388,-0.220208742,0.011157022,0.018717024,9.716756928,80.12008162,-0.020541463,0.040042451,-0.031073747,-0.044310669,-1.02E-06,213.2597356,229.7348697,8.559508201,0.5,1,0.75,,35.42082511,34.15559829,-9.689184633,0.702892379,0.879700141,427.5373048,,
2019/07/08 15:00:00,2.228201504,1.754147614,0.224053343,0.223899114,76.75758938,240.087259,78.78999459,0.250693318,0.003061684,0.009832795,4.970608803,-12.3136251,0.019527796,-0.011199999,-0.035307405,-0.053014593,2.74E-06,258.982269,281.5736519,4.157023889,1,0.666666667,0,,34.5056609,33.46134063,11.030506,0.192886075,0.462141381,218.7067874,,
2019/07/08 16:00:00,4.139683998,3.347042736,0.290139546,0.279765688,39.51241106,192.8231414,140.5452557,0.182914621,0.009105702,0.015381049,8.580358251,-5.292802836,0.03375755,-0.00082068,0.020506286,0.012705723,-2.06E-05,201.5250735,215.9516932,13.32799598,1,1,1,,34.85564455,33.84633251,8.048243318,0.573659203,0.722909285,377.5357631,,
2019/07/08 17:00:00,3.418709155,2.858895379,0.254107138,0.239585956,7.558519107,122.443644,174.2870979,0.242362506,0.008197147,0.016756443,10.80176946,10.14660901,0.006024181,-0.014733872,0.007125151,0.001299781,1.16E-06,190.254071,194.3555794,16.43721065,0.75,1,1,,33.72191915,32.95524721,10.66395028,0.516420275,0.787552842,475.2778561,3980.919483,4384.981621
2019/07/08 18:00:00,2.171241079,1.840464841,0.227252766,0.138661533,-22.12328045,85.72312984,18.03663536,0.595766441,0.002155325,0.00405117,1.621778321,-36.34182382,-0.054421878,0.019583158,-0.027958874,-0.021271999,-4.18E-06,195.0047239,194.1171372,19.03526515,0.25,1,1,,32.65493595,32.13969301,26.21372341,0.135785446,0.190404983,71.35824614,,
2019/07/08 19:00:00,1.372109203,1.189776557,0.136371595,0.092790465,-9.653761273,22.58075277,16.1279892,0.236457019,0.000146918,0.003418154,1.507226271,-13.15171186,-0.02661728,0.009065035,-0.014916544,-0.008954193,-4.73E-06,239.7431506,224.0823654,16.08163038,0.5,0.5,0.5,,31.42152945,30.96838951,10.40410885,0.009255825,0.160653218,66.31795591,122.9991464,140.0536942
2019/07/08 20:00:00,1.557733795,1.344922975,0.117378101,0.064380619,-4.957780298,12.0722783,10.0534051,0.166088665,0.000922077,0.003284773,1.184524168,-8.106245225,-0.014281443,0.004079487,-0.008791626,-0.00469695,-1.17E-06,244.5356415,228.2060546,32.24405355,0.25,1,0,,31.01360901,30.64263763,7.307901254,0.058090837,0.154384339,52.11906337,,
2019/07/08 21:00:00,1.588831504,1.390767213,0.14726174,0.075982375,-6.135735047,8.084472701,10.89595632,0.142208841,0.001084624,0.003958032,1.523317749,-10.67835088,-0.025142502,0.003058507,-0.010579028,-0.008312502,6.40E-06,232.4192228,218.068264,26.8516486,0.25,1,1,,30.92918302,30.53876006,6.257188993,0.06833132,0.186027503,67.02598097,,
2019/07/08 22:00:00,2.50727975,2.207842107,0.234420908,0.13742989,-12.04607943,19.48630656,18.40063304,0.097493394,0.000860545,0.005879281,2.539042322,-13.51374901,-0.018751764,0.004752635,-0.012054691,-0.006738752,1.94E-06,234.5880219,219.8234251,19.50674647,0.25,1,1,,30.87326521,30.44730808,4.289709316,0.054214314,0.276326209,111.7178622,,
2019/07/08 23:00:00,2.902916774,2.570630536,0.250253401,0.1770225,-18.5243235,30.12939565,21.31794178,0.216771613,0.002108436,0.006752852,2.558038305,-12.45503851,-0.014640299,-0.00647998,-0.011891244,-0.002776402,1.17E-07,230.7791328,216.4453439,20.47094213,0,1,1,,30.70859756,30.25984791,9.537950985,0.132831442,0.317384043,112.5536854,154.3739646,126.1346888
2019/07/09 00:00:00,2.333514304,1.979761074,0.171438685,0.14766174,-7.96648437,10.85359238,12.68136382,0.081072868,0.001381418,0.005490009,2.135801988,-10.57687948,-0.025200367,0.004014363,-0.00714761,-0.006518456,-4.92E-07,202.7249937,194.097645,18.59220921,0.333333333,1,1,,29.95706075,29.52496295,3.567206186,0.087029334,0.258030414,93.97528748,388.716575,354.8452097
2019/07/09 01:00:00,1.996993519,1.733840857,0.197009612,0.125384929,-9.112234882,10.16894416,7.986555018,0.130110773,0.000602615,0.005182588,1.899425677,-4.965675731,-0.017904181,0.004917476,-0.007693432,-0.004977762,-4.93E-07,225.7212274,212.3102096,21.2882056,0.25,1,0.5,,29.07904544,28.55532089,5.724874028,0.037964757,0.243581643,83.57472979,,
2019/07/09 02:00:00,1.284185984,1.056457321,0.084386161,0.075984852,-5.068354021,11.20870322,5.23505951,0.192586609,0.000791805,0.003300439,1.179997692,-4.964836488,-0.021075163,0.00056953,-0.00900933,-0.006679975,-1.54E-06,196.4808643,186.4357978,19.36065468,0,1,1,,28.88761018,28.52214039,8.47381079,0.049883743,0.155120621,51.91989843,,
2019/07/09 03:00:00,2.237005842,1.856699668,0.170511756,0.145188794,-6.233703358,12.39545793,9.832583925,0.076478371,0.001432871,0.004663973,1.98729631,-5.365719255,-0.012590882,0.003823489,-0.003894839,-0.002707298,-1.17E-07,196.4230727,196.765887,17.73295007,0.5,1,1,,28.80528162,28.36933564,3.365048327,0.090270894,0.219206734,87.44103763,,
2019/07/09 04:00:00,2.230267493,1.959443507,0.215868551,0.124279671,-17.4141342,17.8943731,13.93621148,0.209614838,0.001046355,0.006599752,1.896638098,-19.96828573,-0.019980368,0.014075041,-0.015947931,-0.011074161,3.58E-06,231.278803,216.912703,22.45888547,0.25,1,0.5,,29.04846739,28.67528809,9.22305287,0.065920371,0.310188343,83.45207633,,
2019/07/09 05:00:00,1.685037359,1.465177589,0.187473588,0.107021992,-4.809189952,14.97910654,16.60152347,0.037165331,0.001192735,0.006339786,2.119892597,-7.83225379,-0.008984465,0.004782786,-0.005496098,-0.003936508,1.00E-06,217.9842299,205.0680094,19.53328028,0.25,1,1,,29.21533235,28.79194012,1.635274545,0.075142317,0.297969958,93.27527427,,
2019/07/09 06:00:00,1.807598833,1.515020272,0.178341885,0.130777883,1.388016744,19.48100862,29.16513192,-0.085420835,0.001080176,0.004224303,2.108384953,2.20468418,0.002176979,-0.000493121,0.001284208,0.000942451,-8.59E-08,197.2366369,189.6526915,15.69976793,0.5,1,1,,29.57043845,28.97566758,-3.75851674,0.068051057,0.198542249,92.76893792,,
2019/07/09 07:00:00,2.239597346,1.947044,0.18194187,0.137379422,-4.900376213,68.90284091,15.51187689,0.141790709,0.001593559,0.006151302,2.35510145,-2.88887445,-0.001745149,-0.003041747,0.000602411,0.000925926,-3.90E-07,207.2117207,199.8193428,20.72297419,0.5,1,0.75,,29.14173386,28.37529597,6.238791179,0.100394191,0.289111199,103.6244638,,
2019/07/09 08:00:00,2.323084414,2.091323002,0.32655553,0.139597834,-2.411271143,34.05688125,25.94628544,-0.084582567,0.001632155,0.006580702,2.538223216,-2.165941,-0.006646464,0.002673987,-0.002075159,-0.002529347,-2.59E-08,231.7275518,216.2670543,21.04238753,0.25,0.75,0.75,,28.44108994,27.56682967,-3.721632949,0.102825735,0.309292987,111.6818215,,
2019/07/09 09:00:00,2.466773223,2.216538768,0.232052907,0.14701318,27.37118587,156.1175228,20.83748988,-0.18136285,0.001914443,0.006965394,2.436647713,45.45048088,0.004736477,0.017763092,0.004649469,0.003135662,4.88E-07,225.1809285,211.2870618,22.70380212,0.5,1,0.75,,29.55713818,28.48162899,-7.979965389,0.120609878,0.3273735,107.2124994,,
2019/07/09 10:00:00,3.465905448,3.111498565,0.315529186,0.210139744,26.76188416,194.0321059,58.31281935,0.018406455,0.004615259,0.009539283,6.987410381,63.40380532,0.003027567,0.012972531,0.007042099,0.005385985,-7.71E-06,226.148132,211.9970031,18.66591679,0.75,1,1,,31.22274128,30.15906808,0.809884012,0.290761318,0.448346307,307.4460568,,
2019/07/09 11:00:00,3.317243885,2.991620372,0.372194046,0.216206212,61.46845936,376.1781093,160.6113303,-0.110399641,0.005109564,0.014382054,12.51420343,68.89622112,0.021102337,0.050886632,0.013178442,0.012869735,-2.02E-05,222.0572006,208.8658722,19.3924584,1,1,1,,32.50366124,31.27850522,-4.857584214,0.32190254,0.675956534,550.6249511,,
2019/07/09 12:00:00,4.161372783,3.707952984,0.358686608,0.261949626,43.48788622,305.442602,183.6900622,-0.077564463,0.003718636,0.017616704,13.30631829,84.7793515,-0.006310253,0.069816237,0.010407558,0.010191714,-7.56E-06,219.9218468,207.2441788,18.10573787,1,1,1,,33.46112087,32.3231125,-3.412836377,0.234274078,0.827985085,585.4780049,,
2019/07/09 13:00:00,3.862009749,3.470508325,0.379654087,0.252298636,54.63727143,338.8717022,-5.372743071,-0.136832329,0.011548053,0.005463968,0.087969887,36.78011755,0.006849609,0.069833394,0.012742521,0.010385654,-2.48E-06,219.7929952,206.997512,18.060141,0.75,1,1,,33.95121599,32.78361599,-6.020622494,0.727527369,0.25680651,3.870675022,,
2019/07/09 14:00:00,3.494455788,3.121555086,0.340601861,0.231289458,25.23698983,175.4680773,15.02699504,-0.000834954,0.013749467,0.005117401,0.427568458,1.322703711,0.011382808,0.001762927,0.007682137,0.006136093,4.12E-07,218.7058464,205.996,18.82992331,1,1,1,,34.10443584,33.11681865,-0.036737972,0.866216395,0.240517825,18.81301214,,
2019/07/09 15:00:00,4.171397607,3.5115636,0.340455695,0.288950143,49.39920237,177.0061689,112.1168539,0.02392597,0.008575017,0.010294689,10.61306731,0.926012857,0.013002063,0.000950443,-0.003285534,-0.010319206,1.72E-06,186.7784081,184.5962351,14.33639513,0.75,1,1,,33.96832507,32.8082577,1.052742697,0.540226051,0.483850367,466.9749618,,294.5426376
2019/07/09 16:00:00,3.974206881,3.289183844,0.342343678,0.261340707,45.56169679,195.6971456,155.7370471,0.141892156,0.010948694,0.019472426,15.51629374,-0.195330643,0.019750674,-0.001711098,0.023430506,0.014199033,8.25E-06,183.5281767,192.2560275,17.23182239,1,1,1,,34.37691808,33.29185873,6.243254878,0.6897677,0.915204005,682.7169244,,
2019/07/09 17:00:00,3.576486389,2.993400629,0.264499135,0.229909717,5.328690071,107.0997637,69.11901788,0.070409652,0.00738158,0.008453803,8.249406632,-5.987896097,0.00331654,0.013113699,0.002565155,0.001909345,6.13E-07,182.8241992,188.349482,16.71528712,0.75,1,1,,33.55035147,32.78739396,3.098024704,0.465039531,0.397328737,362.9738918,,
2019/07/09 18:00:00,2.584304191,2.120209145,0.188503018,0.162752538,-10.89875289,60.56315097,8.654665861,0.125015561,0.001346081,0.004641668,1.463611652,-21.17093223,-0.013071609,0.002830822,-0.013279974,-0.009259265,1.02E-06,186.8441665,192.3003484,16.46488512,1,1,1,,32.6231299,32.10857224,5.500684697,0.084803083,0.21815841,64.3989127,,
2019/07/09 19:00:00,1.846288471,1.508688064,0.186100566,0.123528989,-13.43053868,20.92665427,15.73441949,0.129750412,0.000795356,0.005357508,1.799541645,-28.34238515,-0.023261372,0.007731835,-0.02600568,-0.008840773,4.83E-06,223.1382639,207.8099097,16.69160897,0.5,1,1,,31.68549075,31.30794017,5.709018123,0.050107439,0.251802891,79.17983239,,
2019/07/09 20:00:00,2.276863134,1.83910335,0.167874799,0.141283105,-16.02061932,26.2898008,24.30047474,0.144599338,0.0015351,0.005687882,2.568187198,-15.42890226,-0.014381271,0.001285295,-0.018236634,-0.006605257,-1.17E-06,238.4740772,222.0875266,17.9656887,0.5,1,1,,30.99255344,30.61933689,6.362370858,0.096711316,0.267330457,113.0002367,,
2019/07/09 21:00:00,2.174789253,1.762372773,0.218083367,0.13881839,-14.23432638,15.90022814,18.54432738,0.110268469,0.001802018,0.004981138,2.08475551,-17.31760152,-0.022267542,-0.001519497,-0.016643785,-0.008988212,-5.18E-07,232.1748996,215.7993347,17.40564806,0.5,1,1,,30.57800204,30.21642095,4.851812647,0.113527143,0.234113482,91.72924245,,
2019/07/09 22:00:00,2.666002517,2.173197449,0.20616776,0.165009897,-17.73622548,23.77269056,21.51103803,0.134954306,0.00204072,0.005043349,2.727953983,-25.09577311,-0.032227577,0.001122369,-0.016637646,-0.010805872,6.28E-06,239.9797016,222.9804518,18.30923978,0.5,1,0.5,,30.52973325,30.15915464,5.937989482,0.128565345,0.237037414,120.0299753,,
2019/07/09 23:00:00,2.619987483,2.124588848,0.231146816,0.156265428,-27.15187871,44.04170513,23.21912792,0.2317453,0.002014775,0.006952447,2.770546699,-52.06420159,-0.076510094,0.014963722,-0.030278189,-0.021657074,-1.78E-05,238.0263785,221.7850977,18.84160513,1,1,0.5,,30.54041232,30.2100273,10.19679322,0.126930847,0.32676502,121.9040548,318.6950447,272.9357738
